kingdom,phylum,class,order,family,genus,species
k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__TK06,g__MedAcidi-G3,s__MedAcidi-G3 sp002713975
k__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA6092,g__FEB-25,s__FEB-25 sp003105035
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium ginsenosidimutans
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Jejuia,s__Jejuia sp002428965
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp900552725
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duganella,s__Duganella sp001423125
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas floridensis
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_D,g__Bacillus_H,s__Bacillus_H patagoniensis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans,s__Limnohabitans sp002347905
k__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorhabdus,s__Halorhabdus utahensis
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Olivibacter,s__Olivibacter sitiensis
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium timonense
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Kinetoplastibacterium,s__Kinetoplastibacterium galatii
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Isobaculum,s__Isobaculum melis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ramlibacter,s__Ramlibacter sp004028785
k__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__RH2-MAG17b,s__RH2-MAG17b sp002197525
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-390,s__CAG-390 sp003523225
k__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__RBG-16-68-12,f__SOIM01,g__SOIM01,s__SOIM01 sp004377185
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Spirillospora,s__Spirillospora albida
k__Bacteria,p__Firmicutes_B,c__Dehalobacteriia,o__UBA4068,f__UBA4068,g__UBA5757,s__UBA5757 sp002418965
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Variovorax,s__Variovorax sp001577265
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__Phenylobacterium immobile
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__UBA7377,s__UBA7377 sp002167365
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halotalea,s__Halotalea alkalilenta
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA4486,f__UBA4486,g__SMWN01,s__SMWN01 sp004356415
k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Ereboglobus,s__Ereboglobus luteus
k__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA1424,s__UBA1424 sp002329705
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia sp004137765
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium sp004341105
k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae,g__Prochlorococcus_A,s__Prochlorococcus_A sp000634115
k__Bacteria,p__Desulfobacterota,c__GWC2-55-46,o__GWC2-55-46,f__GWC2-55-46,g__GWC2-55-46_A,s__GWC2-55-46_A sp001797415
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__UBA8366,f__UBA8366,g__UBA6544,s__UBA6544 sp002724555
k__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4951,s__UBA4951 sp900321485
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alkalibacillaceae,g__B3227,s__B3227 sp002844535
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Trinickia,s__Trinickia sp003628145
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces exfoliatus_B
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__IMCC9063,s__IMCC9063 sp000750175
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AA,s__Bacillus_AA sp001439625
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__JN-1,s__JN-1 sp003600355
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Arsenicitalea,s__Arsenicitalea aurantiaca
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aminobacter,s__Aminobacter sp000372965
k__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__B18-G2,g__B18-G2,s__B18-G2 sp003651105
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylobacillus_A,s__Methylobacillus_A sp003730115
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__UBA3947,s__UBA3947 sp006351925
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus flavefaciens_T
k__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Ga0077560,f__Ga0077560,g__Ga0077560,s__Ga0077560 sp001464275
k__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__SZUA-236,g__SZUA-236,s__SZUA-236 sp003230355
k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Psychrilyobacter,s__Psychrilyobacter sp003973585
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Pseudarthrobacter,s__Pseudarthrobacter sp006151685
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae,g__Isoptericola_C,s__Isoptericola_C variabilis_A
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter swuensis
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Leifsonia,s__Leifsonia sp001898805
k__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter cetorum
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium_A,s__Aeromicrobium_A massiliense
k__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp900555755
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio,s__Butyrivibrio fibrisolvens
k__Bacteria,p__Desulfobacterota,c__Desulfarculia,o__Desulfarculales,f__Desulfarculaceae,g__JdFR-95,s__JdFR-95 sp002011835
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,s__Shewanella carassii
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PS1,f__Thioglobaceae,g__Thioglobus_A,s__Thioglobus_A sp900128515
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__BACL11,g__UBA7312,s__UBA7312 sp002471645
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus_C,s__Vagococcus_C humatus
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Trichococcus,s__Trichococcus alkaliphilus
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalomonadales_A,f__UBA6429,g__UBA6492,s__UBA6492 sp002436485
k__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Heliobacteriales,f__Heliobacteriaceae,g__Heliobacterium,s__Heliobacterium modesticaldum
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E sp000690905
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__Paraburkholderia sp004197395
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium chitae
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-39,g__SCGC-AG-212-J23,s__SCGC-AG-212-J23 sp004297625
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp002440085
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1690,s__UMGS1690 sp900554165
k__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__QS-9-68-17,g__Halostella,s__Halostella sp004785955
k__Bacteria,p__Desulfobacterota,c__BSN033,o__B13-G15,f__RBG-16-54-18,g__RBG-13-52-11,s__RBG-13-52-11 sp001797745
k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Scytonema_A,s__Scytonema_A tolypothrichoides
k__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Maridesulfovibrio,s__Maridesulfovibrio sp004923195
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__Mesorhizobium waimense
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Maribacter_A,s__Maribacter_A sp002749285
k__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__GCA-002686595,g__GCA-2686265,s__GCA-2686265 sp002686265
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Ponticaulis,s__Ponticaulis koreensis
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp003143935
k__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__DTU072,g__CAG-1782,s__CAG-1782 sp002349735
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Thermoflavifilum,s__Thermoflavifilum aggregans
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__UBA1280,f__UBA6156,g__UBA6156,s__UBA6156 sp002422365
k__Bacteria,p__Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__SIRX01,s__SIRX01 sp004563715
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA1760,s__UBA1760 sp002314775
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA5342,g__UBA5342,s__UBA5342 sp002408065
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus rodentium
k__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__Nitrospira sp002331625
k__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003167305
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,g__Glycomyces,s__Glycomyces xiaoerkulensis
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Agromyces,s__Agromyces sp001429165
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,g__Micromonospora,s__Micromonospora inositola
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium sp001464475
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp900550705
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H,g__QFRU01,s__QFRU01 sp003184905
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-977,g__UBA11549,s__UBA11549 sp900550445
k__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5620,g__QYPU01,s__QYPU01 sp007280145
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__AG-339-G14,g__MEDG-81,s__MEDG-81 sp003279605
k__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__Fen-1166,s__Fen-1166 sp002068015
k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae,g__Prochlorococcus_A,s__Prochlorococcus_A sp003211115
k__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp900538805
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Saccharofermentanales,f__Saccharofermentanaceae,g__Firm-16,s__Firm-16 sp002310155
k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA1268,g__UBA1268,s__UBA1268 sp002712395
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_W,s__Bacillus_W niacini
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii_C
k__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera sp900322125
k__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae,g__Eperythrozoon_A,s__Eperythrozoon_A wenyonii_A
k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia sp900548895
k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae,g__Prochlorococcus_A,s__Prochlorococcus_A sp003216755
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__UBA1936,s__UBA1936 sp005518185
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Paenisporosarcina,s__Paenisporosarcina sp000484595
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Demequinaceae,g__Demequina,s__Demequina subtropica
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_F,s__Pseudomonas_F sp000949385
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp003336665
k__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__ZCTH02-B3,s__ZCTH02-B3 sp002159065
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Aliivibrio,s__Aliivibrio sifiae_A
k__Bacteria,p__Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae,g__Leptospira_A,s__Leptospira_A terpstrae
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__B39-G9,g__B39-G9,s__B39-G9 sp003648455
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae,g__Methylophaga,s__Methylophaga sp007117275
k__Bacteria,p__Calditrichota,c__Calditrichia,o__RBG-13-44-9,f__J042,g__J042,s__J042 sp003696445
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Vespertiliibacter,s__Vespertiliibacter pulmonis
k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Phormidiaceae,g__Kamptonema,s__Kamptonema sp001698425
k__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__1-14-2-50-48-13,f__1-14-2-50-48-13,g__1-14-2-50-48-13,s__1-14-2-50-48-13 sp002783265
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Herbidospora,s__Herbidospora cretacea_B
k__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Sulfotelmatobacter,s__Sulfotelmatobacter sp003225005
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA9414,s__UBA9414 sp003458885
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__UBA6715,s__UBA6715 sp004005965
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Rhodococcus,s__Rhodococcus sp002091985
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus sp002437435
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Rhizorhabdus,s__Rhizorhabdus sp000971055
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Pseudonocardia,s__Pseudonocardia hydrocarbonoxydans
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavicella,s__Flavicella sp002477565
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AZ,s__Bacillus_AZ campisalis
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium sp900156935
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseovarius,s__Roseovarius confluentis
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,s__Blastococcus sp900102115
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Winogradskyella,s__Winogradskyella aurantiaca
k__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp005938085
k__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,g__SZUA-575,s__SZUA-575 sp003249645
k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae,g__Prochlorococcus_A,s__Prochlorococcus_A marinus_J
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter sp900110415
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Wohlfahrtiimonadaceae,g__Wohlfahrtiimonas,s__Wohlfahrtiimonas populi
k__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__UBA1565,f__UBA1565,g__SCTT01,s__SCTT01 sp004322435
k__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales,f__Herpetosiphonaceae,g__Herpetosiphon,s__Herpetosiphon llansteffanense
k__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__T78,s__T78 sp003532515
k__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,s__Pyrococcus sp000263735
k__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__AG41,s__AG41 sp003220905
k__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__SAR202,f__UBA826,g__UBA11996,s__UBA11996 sp003228105
k__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__UBA3924,s__UBA3924 sp002385985
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Xanthobacter,s__Xanthobacter autotrophicus_A
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Neorhizobium,s__Neorhizobium sp002500765
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Thalassospiraceae,g__Thalassospira,s__Thalassospira profundimaris_D
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas aveniformis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buchnera,s__Buchnera aphidicola_AW
k__Bacteria,p__Patescibacteria,c__Paceibacteria,o__2-02-FULL-40-12,f__GWA2-44-9,g__2-01-FULL-44-22,s__2-01-FULL-44-22 sp001794205
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp003171655
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Methylosarcina_B,s__Methylosarcina_B lacus
k__Bacteria,p__CSP1-3,c__CSP1-3,o__CSP1-3,f__HRBIN32,g__HRBIN32,s__HRBIN32 sp002898935
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea sp001185345
k__Bacteria,p__Firmicutes,c__Bacilli,o__Tepidibacillales,f__Tepidibacillaceae,g__Tepidibacillus,s__Tepidibacillus fermentans
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Psychrobacillus,s__Psychrobacillus psychrotolerans
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Parageobacillus,s__Parageobacillus thermantarcticus
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Lichenihabitans,s__Lichenihabitans sp004137085
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__Aeromicrobium sp001426485
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__UBA4421,s__UBA4421 sp004213835
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__Salinisphaeraceae,g__Salinisphaera,s__Salinisphaera japonica
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas sp001425945
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Myroides,s__Myroides sp002807015
k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA9464,g__SXXZ01,s__SXXZ01 sp005789375
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E sp900319615
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Magnetovibrionaceae,g__Magnetovibrio,s__Magnetovibrio blakemorei
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__Mesorhizobium sp004963905
k__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp900538935
k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__DSM-9756,g__Desulfosoma,s__Desulfosoma caldarium
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Sedimentibacteraceae,g__UBA1535,s__UBA1535 sp002323775
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Knoellia,s__Knoellia sp000152705
k__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,g__UBA10518,s__UBA10518 sp003604995
k__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp900542045
k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula,s__Rhodopirellula sp000346425
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp000720145
k__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__EX4484-31,g__EX4484-31,s__EX4484-31 sp002254805
k__Bacteria,p__CSP1-3,c__CSP1-3,o__CSP1-3,f__13-1-40CM-64-14,g__13-1-40CM-64-14,s__13-1-40CM-64-14 sp001917855
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter sp003387415
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__UBA8366,f__GCA-2717185,g__GCA-2717185,s__GCA-2717185 sp002717185
k__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Saccharothrix,s__Saccharothrix sp001984175
k__Bacteria,p__Omnitrophota,c__Koll11,o__UBA9649,f__UBA9649,g__SBAZ01,s__SBAZ01 sp005239935
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_D,s__Bacillus_D sp001685025
